Yahoo,en-US,Health_Fitness  ,09/22/15,Week 4,273551,1123,0.41%,10
Yahoo,en-US,Business/ Finance_Business ,09/22/15,Week 4,14494,67,0.46%,0
Yahoo,en-US,Video Games_General ,09/22/15,Week 4,8602,47,0.55%,0
Yahoo,en-US,Automotive_General,09/23/15,Week 4,44468,356,0.80%,2
Yahoo,en-US,Entertainment_General,09/23/15,Week 4,1223708,2329,0.19%,60
Yahoo,en-US,Entertainment_TV,09/23/15,Week 4,683875,2137,0.31%,25
Yahoo,en-US,Entertainment_Movies,09/23/15,Week 4,12538,42,0.33%,0
Yahoo,en-US,Sports_Football_General,09/23/15,Week 4,17790,60,0.34%,1
Yahoo,en-US,Technology_General,09/23/15,Week 4,382134,1305,0.34%,26
Yahoo,en-US,Travel_Hotels/ Resorts ,09/23/15,Week 4,982247,2556,0.26%,17
Yahoo,en-US,Travel_Information ,09/23/15,Week 4,235646,931,0.40%,5
Yahoo,en-US,Sports_Fantasy Football ,09/23/15,Week 4,196289,1161,0.59%,6
Yahoo,en-US,Health_Fitness  ,09/23/15,Week 4,254081,937,0.37%,6
Yahoo,en-US,Business/ Finance_Business ,09/23/15,Week 4,2507,9,0.36%,0
Yahoo,en-US,Video Games_General ,09/23/15,Week 4,1490,8,0.54%,0
Yahoo,en-US,Automotive_General,09/24/15,Week 4,44934,373,0.83%,2
Yahoo,en-US,Entertainment_General,09/24/15,Week 4,1174712,2063,0.18%,64
Yahoo,en-US,Entertainment_TV,09/24/15,Week 4,700784,2139,0.31%,18
Yahoo,en-US,Entertainment_Movies,09/24/15,Week 4,7687,29,0.38%,0
Yahoo,en-US,Sports_Football_General,09/24/15,Week 4,18252,58,0.32%,1
Yahoo,en-US,Technology_General,09/24/15,Week 4,377032,1317,0.35%,21
Yahoo,en-US,Travel_Hotels/ Resorts ,09/24/15,Week 4,946300,2444,0.26%,12
Yahoo,en-US,Travel_Information ,09/24/15,Week 4,233365,902,0.39%,4
Yahoo,en-US,Sports_Fantasy Football ,09/24/15,Week 4,201084,1187,0.59%,4
Yahoo,en-US,Health_Fitness  ,09/24/15,Week 4,257679,1050,0.41%,0
Yahoo,en-US,Business/ Finance_Business ,09/24/15,Week 4,1202,7,0.58%,0
Yahoo,en-US,Video Games_General ,09/24/15,Week 4,953,4,0.42%,0
Yahoo,en-US,Automotive_General,09/25/15,Week 4,42685,328,0.77%,1
Yahoo,en-US,Entertainment_General,09/25/15,Week 4,1157303,1960,0.17%,58
Yahoo,en-US,Entertainment_TV,09/25/15,Week 4,679426,2001,0.29%,35
Yahoo,en-US,Entertainment_Movies,09/25/15,Week 4,5622,26,0.46%,0
Yahoo,en-US,Sports_Football_General,09/25/15,Week 4,17045,37,0.22%,0
Yahoo,en-US,Technology_General,09/25/15,Week 4,369347,1184,0.32%,25
Yahoo,en-US,Travel_Hotels/ Resorts ,09/25/15,Week 4,931065,2196,0.24%,11
Yahoo,en-US,Travel_Information ,09/25/15,Week 4,226064,807,0.36%,5
Yahoo,en-US,Sports_Fantasy Football ,09/25/15,Week 4,184748,940,0.51%,11
Yahoo,en-US,Health_Fitness  ,09/25/15,Week 4,246173,826,0.34%,5
Yahoo,en-US,Business/ Finance_Business ,09/25/15,Week 4,844,5,0.59%,0
Yahoo,en-US,Video Games_General ,09/25/15,Week 4,640,3,0.47%,0
Yahoo,en-US,Automotive_General,09/26/15,Week 4,27087,208,0.77%,1
Yahoo,en-US,Entertainment_General,09/26/15,Week 4,889006,1609,0.18%,48
Yahoo,en-US,Entertainment_TV,09/26/15,Week 4,530084,1470,0.28%,23
Yahoo,en-US,Entertainment_Movies,09/26/15,Week 4,4381,16,0.37%,0
Yahoo,en-US,Sports_Football_General,09/26/15,Week 4,9893,29,0.29%,0
Yahoo,en-US,Technology_General,09/26/15,Week 4,260157,836,0.32%,14
